REF_AREA,Reference area,MEASURE,Measure2,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,TIMELINESS,Timeliness3,OBS_VALUE
MMR,Myanmar,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,9.33
MMR,Myanmar,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,8.62
MMR,Myanmar,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,8.37
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",1995.22
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",2239.74
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",2490.59
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",2730.94
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",3002.31
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",3267.14
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",3422.22
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",3642.38
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",3915.87
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",4200.78
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",4458.69
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",4682.81
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",4931.91
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5203.24
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5506.75
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",4972.97
MMR,Myanmar,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",4345.04
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7311.09
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7680.77
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7640.87
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7568.57
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7880.74
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8158.56
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8240.56
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8557.39
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7940.69
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8245.39
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9060.59
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9121.95
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9995.61
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9498.49
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9628.88
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9496.53
MYS,Malaysia,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9451.19
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.02
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.07
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,2.97
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,2.92
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.22
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.1
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.24
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.4
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.29
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.31
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.48
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.7
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.01
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.89
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.88
MYS,Malaysia,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.01
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",18388.47
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",18987.83
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",19749.87
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",20274.83
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",19574.14
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",20637.84
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",21353.14
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",22141.65
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",22787.93
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",23746.08
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",24526.36
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",25169.05
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",26166.16
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",26970.53
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",27714.82
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",25855.27
MYS,Malaysia,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",26401.89
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",11113.07
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",11810.8
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",12298.51
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",12221.61
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",12708.8
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13031.63
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13368.16
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13722.53
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14187.87
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14129.98
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13814.25
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13990.36
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14131.29
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14574.37
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15352.04
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14625.97
PHL,Philippines,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14952.11
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,6.14
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.04
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.11
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.21
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.24
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.2
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.43
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.7
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.39
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.38
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.21
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.02
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,6.8
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,6.94
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,6.99
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,6.87
PHL,Philippines,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,6.79
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",4828.3
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5000.18
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5234.56
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5366.29
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5346.81
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5622.64
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",5725.98
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",6003.15
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",6289.05
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",6579.28
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",6894.29
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7288.71
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7694.14
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8081.47
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8472.28
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7578.55
PHL,Philippines,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7939.39
